,index,speaker,sent_sv,sent_en,sent_idx,paragraph_text_sv,paragraph_text_en,paragraph_idx
44,44,Statsminister Magdalena Andersson (S),"Det handlar om respekt för dig, för dig som arbetar och betalar skatt, för dig som har gått i pension eller för dig som är sjuk och inget hellre vill än att kunna bli frisk och arbeta igen.","It is about respect for you, for you who work and pay taxes, for you who have retired or for you who are ill and want nothing better than to be able to get well and work again.",3,"Fru talman! Det handlar om den respekt som vårt samhälle måste bygga på. Det handlar om respekt för varandra och för framtida generationer. Det handlar om respekt för dig, för dig som arbetar och betalar skatt, för dig som har gått i pension eller för dig som är sjuk och inget hellre vill än att kunna bli frisk och arbeta igen.","Madam President! It is about the respect on which our society must be built. It is about respect for each other and for future generations. It is about respect for you, for you who work and pay taxes, for you who have retired or for you who are ill and want nothing better than to be able to get well and work again.",10
45,45,Statsminister Magdalena Andersson (S),Sedan jag tillträdde som statsminister har därför samtliga statsråd fått tre tydliga prioriteringar.,"Since I took office as Prime Minister, therefore, all government ministers have been given three clear priorities.",0,Sedan jag tillträdde som statsminister har därför samtliga statsråd fått tre tydliga prioriteringar.,"Since I took office as Prime Minister, therefore, all government ministers have been given three clear priorities.",11
46,46,Statsminister Magdalena Andersson (S),"För det första: Vi ska vända på varje sten för att bryta segregationen, som lägger grogrund för brottslighet.","First, we must turn every stone to break segregation, which lays the groundwork for crime.",0,"För det första: Vi ska vända på varje sten för att bryta segregationen, som lägger grogrund för brottslighet. Gängen ska knäckas.","First, we must turn every stone to break segregation, which lays the groundwork for crime. The gangs must be broken.",12
47,47,Statsminister Magdalena Andersson (S),Gängen ska knäckas.,The gangs must be broken.,1,"För det första: Vi ska vända på varje sten för att bryta segregationen, som lägger grogrund för brottslighet. Gängen ska knäckas.","First, we must turn every stone to break segregation, which lays the groundwork for crime. The gangs must be broken.",12
48,48,Statsminister Magdalena Andersson (S),För det andra: Vi ska driva på den gröna industriella revolutionen så att framtidens jobb stannar här i Sverige.,Secondly: We will push for the green industrial revolution so that the jobs of the future stay here in Sweden.,0,"För det andra: Vi ska driva på den gröna industriella revolutionen så att framtidens jobb stannar här i Sverige. Vi ska bygga ut elproduktionen, där priserna just nu är alldeles för höga.","Secondly: We will push for the green industrial revolution so that the jobs of the future stay here in Sweden. We will expand electricity production, where prices are currently far too high.",13
49,49,Statsminister Magdalena Andersson (S),"Vi ska bygga ut elproduktionen, där priserna just nu är alldeles för höga.","We will expand electricity production, where prices are currently far too high.",1,"För det andra: Vi ska driva på den gröna industriella revolutionen så att framtidens jobb stannar här i Sverige. Vi ska bygga ut elproduktionen, där priserna just nu är alldeles för höga.","Secondly: We will push for the green industrial revolution so that the jobs of the future stay here in Sweden. We will expand electricity production, where prices are currently far too high.",13
50,50,Statsminister Magdalena Andersson (S),För det tredje: Vi ska ta tillbaka den demokratiska kontrollen över välfärden så att människor kan leva och åldras i trygghet.,"Thirdly, we must regain democratic control over welfare so that people can live and age in security.",0,För det tredje: Vi ska ta tillbaka den demokratiska kontrollen över välfärden så att människor kan leva och åldras i trygghet. Pandemin visar också att både sjukvården och äldreomsorgen behöver stärkas.,"Thirdly, we must regain democratic control over welfare so that people can live and age in security. The pandemic also shows that both healthcare and care for the elderly need to be strengthened.",14
51,51,Statsminister Magdalena Andersson (S),Pandemin visar också att både sjukvården och äldreomsorgen behöver stärkas.,The pandemic also shows that both healthcare and care for the elderly need to be strengthened.,1,För det tredje: Vi ska ta tillbaka den demokratiska kontrollen över välfärden så att människor kan leva och åldras i trygghet. Pandemin visar också att både sjukvården och äldreomsorgen behöver stärkas.,"Thirdly, we must regain democratic control over welfare so that people can live and age in security. The pandemic also shows that both healthcare and care for the elderly need to be strengthened.",14
52,52,Statsminister Magdalena Andersson (S),På några veckor har vi gjort en hel del.,In a few weeks we have done a lot.,0,"På några veckor har vi gjort en hel del. Vi ger polisen och andra brottsbekämpande myndigheter nya verktyg för att säkra elektroniska bevis, vi skärper terroristlagstiftningen, vi inför en särskild brottsrubricering om hedersförtryck och vi ska strama upp arbetskraftsinvandringen och avveckla EBO.","In a few weeks we have done a lot. We are giving the police and other law enforcement agencies new tools to secure electronic evidence, we are tightening up terrorist legislation, we are introducing a special criminal classification on honor killings and we are going to tighten up labor immigration and phase out EBO.",15
53,53,Statsminister Magdalena Andersson (S),"Vi ger polisen och andra brottsbekämpande myndigheter nya verktyg för att säkra elektroniska bevis, vi skärper terroristlagstiftningen, vi inför en särskild brottsrubricering om hedersförtryck och vi ska strama upp arbetskraftsinvandringen och avveckla EBO.","We are giving the police and other law enforcement agencies new tools to secure electronic evidence, we are tightening up terrorist legislation, we are introducing a special criminal classification on honor killings and we are going to tighten up labor immigration and phase out EBO.",1,"På några veckor har vi gjort en hel del. Vi ger polisen och andra brottsbekämpande myndigheter nya verktyg för att säkra elektroniska bevis, vi skärper terroristlagstiftningen, vi inför en särskild brottsrubricering om hedersförtryck och vi ska strama upp arbetskraftsinvandringen och avveckla EBO.","In a few weeks we have done a lot. We are giving the police and other law enforcement agencies new tools to secure electronic evidence, we are tightening up terrorist legislation, we are introducing a special criminal classification on honor killings and we are going to tighten up labor immigration and phase out EBO.",15
