Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
138,Jimmie Åkesson (SD),1,,1,,"Beslutet följdes upp av regeringen Andersson som den 5 januari fattade beslut om möjlighet att införa krav på vaccinationsbevis även på serveringsställen, gym och andra platser för fritids- och kulturverksamhet, köpcentrum och kollektivtrafik.","The decision was followed up by the Andersson government, which on 5 January decided on the possibility of introducing requirements for vaccination certificates also at restaurants, gyms and other places for leisure and cultural activities, shopping centers and public transport.",1,8,
139,Jimmie Åkesson (SD),1,,1,,Besluten fattades samtidigt som omfattande infektionsgenombrott ägt rum med hög smittspridning även mellan fullvaccinerade.,The decisions were made at the same time as extensive infection breakthroughs took place with a high spread of infection even among the fully vaccinated.,2,8,
140,Jimmie Åkesson (SD),1,,1,,Någon vetenskaplig grund som talar för att åtgärden skulle ha någon effekt för att minska smittspridningen presenterades aldrig.,No scientific basis for the measure to have any effect in reducing the spread of infection was ever presented.,3,8,
141,Jimmie Åkesson (SD),0,,0,OPINION,Granskning behöver nu ske av om införandet av den modell för vaccinationsbevis som regeringen har valt verkligen har kunnat betraktas som nödvändig för att förhindra spridning av covid-19 och om det var lämpligt av en övergångsregering att fatta ett beslut av en sådan politiskt känslig natur.,It now needs to be examined whether the introduction of the model for vaccination certificates chosen by the government could really have been considered necessary to prevent the spread of covid-19 and whether it was appropriate for a transitional government to make a decision of such a politically sensitive nature.,0,9,
142,Jimmie Åkesson (SD),1,,1,,"För det andra: På en pressträff den 10 januari meddelades att regeringen avsåg att besluta om ytterligare restriktioner med anledning av pandemin, bland annat begränsningar av rätten att delta i allmänna sammankomster, öppettider för serveringsställen med mera.","Secondly, at a press conference on January 10, it was announced that the government intended to decide on further restrictions due to the pandemic, including restrictions on the right to participate in public gatherings, opening hours for restaurants and more.",0,10,
143,Jimmie Åkesson (SD),1,,1,,Regeringsrepresentanterna anförde under pressträffen bland annat att nya restriktioner införs delvis för vårdens skull samtidigt som det förekommer en hög frekvens av luftvägsinfektioner som influensa och RS-virus.,"During the press conference, the government representatives stated, among other things, that new restrictions are being introduced partly for the sake of healthcare, at the same time as there is a high frequency of respiratory infections such as influenza and RS virus.",1,10,
144,Jimmie Åkesson (SD),0,,0,,KU bör nu granska om de nya restriktionerna utifrån rådande lägesbild verkligen kan anses vara proportionerliga utifrån en konkret fara för människors liv och hälsa.,KU should now examine whether the new restrictions based on the prevailing situation can really be considered proportionate based on a concrete danger to people&#39;s lives and health.,0,11,
145,Jimmie Åkesson (SD),0,,0,,(Applåder),(Applause),0,12,
146,Annie Lööf (C),0,,0,,Fru talman!,Madam President!,0,0,
147,Annie Lööf (C),0,,1,,"I dag inleds valåret 2022 - ett år då vi kan debattera fritt och öppet, säga vad vi tycker och lägga vår röst på det politiska alternativ som vi anser vara bäst utan att straffas för det.","Today marks the start of the 2022 election year - a year in which we can debate freely and openly, say what we think and cast our vote on the political alternative that we consider to be the best without being punished for it.",1,0,
148,Annie Lööf (C),0,,0,,Det är en demokratisk högtidsstund som aldrig får tas för given.,It is a democratic moment of celebration that must never be taken for granted.,2,0,
149,Annie Lööf (C),1,,1,,"Runt om vi världen förvägras fortfarande miljarder människor just detta: friheten att säga vad man tycker och tänker och rätten att påverka i fria, hemliga val.","Around the world, billions of people are still being denied this very thing: the freedom to say what they think and feel and the right to influence in free, secret elections.",3,0,
150,Annie Lööf (C),1,,1,,Mer än en tredjedel av världens befolkning lever under en auktoritär regim.,More than a third of the world&#39;s population lives under an authoritarian regime.,4,0,
151,Annie Lööf (C),0,,0,,"Det är en påminnelse om att vår demokrati och vårt fria och öppna samhälle, måste värnas varje dag, året om.","It is a reminder that our democracy, and our free and open society, must be safeguarded every day, all year round.",5,0,
152,Annie Lööf (C),0,,0,,Det är en påminnelse om att vi tillsammans måste ta ansvar för att försvara det mot alla tänkbara hot.,It is a reminder that together we must take responsibility for defending it against all possible threats.,6,0,
153,Annie Lööf (C),1,,1,,"År 2022 är också pandemins tredje år, då viruset fortsätter att släcka människoliv, rasera världar och slita isär vår vardag och vår trygghet.","2022 is also the pandemic&#39;s third year, when the virus continues to extinguish human lives, destroy worlds and tear apart our everyday lives and our security.",0,1,
154,Annie Lööf (C),1,,1,,Smittan skapar återigen ett enormt tryck på vården och alltför många företag.,The infection once again creates enormous pressure on healthcare and too many companies.,1,1,
155,Annie Lööf (C),0,,0,OPINION,Vi måste göra vad vi kan för att rädda människors liv och hälsa och vår svenska ekonomi.,We must do what we can to save people&#39;s lives and health and our Swedish economy.,2,1,
156,Annie Lööf (C),0,,0,,Det är avgörande både för framtidstron och för utvecklingen i Sverige.,It is crucial both for faith in the future and for development in Sweden.,3,1,
157,Annie Lööf (C),1,,1,,"Men 2022 är också ett år då klimatförändringarna fortsätter att skapa missväxt och extremväder, slå ut våra hav, tvinga människor på flykt och hota vårt gröna näringsliv, vår frihet och vår existens.","But 2022 is also a year when climate change continues to create crop failure and extreme weather, knock out our seas, force people to flee and threaten our green business, our freedom and our existence.",0,2,
158,Annie Lööf (C),1,,0,,"För att få stopp på klimatförändringarna måste vi agera smart och ge företagen rätt verktyg för att lyckas, storsatsa på den svenska bioekonomin, utnyttja gles- och landsbygdens resurser för att resa och bygga både grönare och tryggare och byta ut fossila material mot hållbara.","To stop climate change, we must act smart and give companies the right tools to succeed, invest heavily in the Swedish bioeconomy, utilize the resources of sparsely populated and rural areas to travel and build both greener and safer and replace fossil materials with sustainable ones.",1,2,
159,Annie Lööf (C),1,Needs previous context,0,,Vi måste fortsätta investera i smart grön teknik.,We must continue to invest in smart green technology.,2,2,
160,Annie Lööf (C),1,Needs previous context,0,,"Vi måste snabba på tillståndsprocesserna, förstärka våra elnät och ge hela landet en god och stabil tillgång till grön el.","We must speed up the permit processes, strengthen our electricity networks and give the whole country good and stable access to green electricity.",3,2,
161,Annie Lööf (C),1,Needs previous context,0,,"Vi måste investera i allt det som bromsar klimatförändringarna men får utvecklingen, både av vårt land och vår ekonomi, att accelerera framåt.","We must invest in everything that slows down climate change, but makes the development, both of our country and our economy, accelerate forward.",4,2,
162,Annie Lööf (C),1,,1,,Också andra krafter än klimatet hotar vårt öppna samhälle.,Forces other than the climate also threaten our open society.,0,3,
163,Annie Lööf (C),1,,1,,Under de senaste månaderna har Rysslands agerande kraftigt ökat spänningarna i vårt närområde.,"In recent months, Russia&#39;s actions have greatly increased tensions in our immediate area.",1,3,
164,Annie Lööf (C),1,,1,,"Man rustar vid gränsen mot Ukraina, använder militära maktmedel för att nå politiska mål och vill diktera villkoren för andra länders försvars- och säkerhetspolitik, vilket skulle få ödesdigra konsekvenser för Sverige.","They are arming themselves at the border with Ukraine, using military force to achieve political goals and want to dictate the conditions for other countries&#39; defense and security policies, which would have fatal consequences for Sweden.",2,3,
165,Annie Lööf (C),1,,0,OPINION,Det här är helt oacceptabelt och måste mötas med ett klart och tydligt svar.,This is completely unacceptable and must be met with a clear and unambiguous answer.,3,3,
166,Annie Lööf (C),1,,1,,Centerpartiet vill att Sverige likt Finland ska vara tydligt kring våra möjligheter att alliera oss militärt genom den Nato-option som det finns politisk majoritet för i riksdagen.,"The Center Party wants Sweden, like Finland, to be clear about our opportunities to ally ourselves militarily through the NATO option for which there is a political majority in the Riksdag.",0,4,
167,Annie Lööf (C),0,,0,,Det skulle vara en stark signal om att ingen annan stat än Sverige beslutar över vår försvars- och säkerhetspolitik.,It would be a strong signal that no state other than Sweden decides on our defense and security policy.,1,4,
168,Annie Lööf (C),0,Ambiguous,0,,Sverige står inför en rad stora utmaningar.,Sweden faces a number of major challenges.,0,5,
169,Annie Lööf (C),0,,0,,De politiska partierna behöver nu visa att vi består de prov som Sverige ställs inför.,The political parties now need to show that we pass the tests that Sweden is facing.,1,5,
170,Annie Lööf (C),0,,0,,Prestige behöver läggas åt sidan och vägar sökas för att snabbt finna ett bra och brett samförstånd i dessa frågor så att låsningar kan bli till lösningar.,Prestige needs to be set aside and ways sought to quickly find a good and broad consensus on these issues so that locks can become solutions.,2,5,
171,Annie Lööf (C),0,,0,,"Man behöver visa att man menar allvar med att bygga Sverige starkare, för vårt land sjuder av kraft och möjligheter.","You need to show that you are serious about building Sweden stronger, because our country is teeming with power and opportunities.",3,5,
172,Annie Lööf (C),1,,1,,"Vi ser hur företagen, stora som små, satsar och satsar grönt i det förnybara och hållbara.","We see how companies, large and small, invest and invest green in the renewable and sustainable.",0,6,
